Easting;Northing;Species;DamageClass;AgeClass;CrownStatus;Mixture;Setup_Aufbau
3.432.932,10;5.300.632,30;2;2;6;3;3;2
3.432.958,80;5.300.633,00;2;2;0;0;0;0
3.432.879,60;5.300.602,40;10;2;0;0;0;0
3.432.905,90;5.300.603,50;2;2;6;3;3;2
3.432.932,40;5.300.604,40;2;2;6;3;3;2
3.432.959,00;5.300.605,10;2;3;6;3;3;2
3.432.932,70;5.300.576,60;10;2;6;3;3;2
3.432.959,30;5.300.577,30;2;3;6;3;3;2
3.432.986,00;5.300.577,80;10;3;6;3;3;2
3.432.959,50;5.300.549,60;10;2;6;3;3;2
3.432.986,20;5.300.550,10;10;2;6;3;3;2
3.432.959,90;5.300.521,60;2;3;0;0;0;0
3.432.986,50;5.300.522,20;10;1;6;3;3;2
3.432.907,70;5.300.492,50;10;2;0;0;0;0
3.432.933,90;5.300.493,20;10;2;0;0;0;0
3.432.960,20;5.300.493,80;10;1;6;3;3;2
3.432.831,70;5.300.461,50;10;2;2;2;2;2
3.432.908,30;5.300.464,70;10;2;6;3;3;2
3.432.934,40;5.300.465,30;10;2;6;3;3;2
3.432.960,70;5.300.465,80;10;2;6;3;3;2
3.432.833,10;5.300.433,40;10;1;6;2;2;1
3.432.858,20;5.300.434,50;10;2;2;2;2;2
3.432.883,50;5.300.435,70;2;2;6;3;3;2
3.432.909,20;5.300.436,60;10;2;6;3;3;2
3.432.935,20;5.300.437,20;10;1;6;3;3;2
3.432.834,70;5.300.405,20;2;1;6;2;2;1
3.432.859,70;5.300.406,30;2;1;2;2;2;2
3.432.884,80;5.300.407,40;2;1;2;2;2;2
3.432.936,10;5.300.408,90;2;2;6;3;3;2
3.432.962,10;5.300.409,40;2;2;6;3;3;2
3.432.988,20;5.300.410,00;10;1;6;3;3;2
3.433.014,50;5.300.410,50;10;1;6;3;3;2
3.433.040,90;5.300.411,00;10;1;6;3;3;2
3.433.121,10;5.300.412,00;2;3;6;3;3;2
3.432.861,50;5.300.377,70;2;1;2;2;2;2
3.433.041,30;5.300.382,80;10;1;6;3;3;2
3.433.067,70;5.300.383,20;2;2;6;3;3;2
3.433.121,10;5.300.383,90;2;2;6;3;3;2
3.433.148,00;5.300.384,30;10;2;6;3;3;2
3.433.175,00;5.300.384,60;10;2;6;3;3;2
3.433.068,00;5.300.355,10;2;3;6;3;3;2
3.433.094,50;5.300.355,40;2;3;6;3;3;2
3.433.147,90;5.300.356,30;10;2;6;3;3;2
3.433.121,10;5.300.327,80;2;2;6;3;3;2
3.433.147,70;5.300.328,30;2;3;6;3;3;2
3.433.174,60;5.300.328,80;10;2;6;3;3;2
3.433.201,20;5.300.301,50;2;3;6;2;2;1
3.432.240,30;5.299.183,10;2;3;4;3;2;2
3.432.265,40;5.299.183,00;2;1;4;3;2;2
3.432.290,40;5.299.183,00;2;2;4;3;2;2
3.432.315,50;5.299.183,00;2;1;4;3;2;2
3.432.242,50;5.299.154,40;2;4;4;3;2;2
3.432.267,20;5.299.154,60;2;2;4;3;2;2
3.432.291,90;5.299.154,90;2;1;4;3;2;2
3.432.316,70;5.299.155,20;2;1;4;3;2;2
3.432.669,80;5.299.137,80;1;1;2;2;4;1
3.432.694,30;5.299.135,40;1;1;2;2;4;1
3.432.718,50;5.299.132,90;2;2;2;2;4;1
3.432.742,60;5.299.130,30;2;3;6;2;2;1
3.432.243,80;5.299.127,10;2;3;7;2;3;1
3.432.268,10;5.299.127,60;2;3;0;0;0;0
3.432.292,50;5.299.128,20;2;1;4;3;2;2
3.432.317,20;5.299.128,50;2;1;4;3;2;2
3.432.342,00;5.299.128,70;2;2;4;3;2;2
3.432.619,90;5.299.116,00;2;3;3;2;2;1
3.432.644,70;5.299.113,80;1;1;2;2;4;1
3.432.693,80;5.299.109,10;2;2;6;2;2;1
3.432.717,90;5.299.106,60;2;2;6;2;2;1
3.432.741,90;5.299.104,10;2;2;6;2;2;1
3.432.765,70;5.299.101,70;2;3;6;2;2;1
3.432.026,30;5.299.099,90;2;2;7;2;3;1
3.432.052,20;5.299.098,50;2;2;6;2;3;1
3.432.077,50;5.299.097,50;2;3;7;2;3;1
3.432.174,40;5.299.097,30;1;1;7;2;3;1
3.432.198,00;5.299.098,10;1;1;7;2;3;1
3.432.221,40;5.299.099,10;1;1;2;3;4;1
3.432.245,00;5.299.100,20;1;1;2;3;4;1
3.432.268,90;5.299.101,10;2;3;2;3;4;1
3.432.293,00;5.299.101,90;2;2;4;3;2;2
3.432.317,60;5.299.102,20;2;1;4;3;2;2
3.432.342,40;5.299.102,20;2;1;4;3;2;2
3.432.519,10;5.299.097,40;2;3;4;2;2;1
3.432.544,50;5.299.095,70;2;4;4;2;2;1
3.432.569,70;5.299.093,80;2;4;4;2;2;1
3.432.594,80;5.299.091,80;2;2;4;2;2;1
3.432.619,70;5.299.089,60;2;3;2;2;4;1
3.432.644,40;5.299.087,50;2;2;2;2;4;1
3.432.668,90;5.299.085,20;2;3;6;2;2;1
3.432.693,30;5.299.082,90;2;3;6;2;2;1
3.432.717,40;5.299.080,50;2;3;6;2;2;1
3.432.741,20;5.299.078,20;2;3;6;2;2;1
3.432.764,90;5.299.075,80;2;3;6;2;2;1
3.432.056,80;5.299.070,10;2;3;6;2;3;1
3.432.081,70;5.299.069,30;2;3;6;2;3;1
3.432.106,20;5.299.068,80;2;3;6;2;3;1
3.432.129,90;5.299.069,00;1;1;6;2;3;1
3.432.153,50;5.299.069,30;1;1;7;2;3;1
3.432.176,40;5.299.070,40;1;1;7;2;3;1
3.432.199,40;5.299.071,50;1;1;2;3;4;1
3.432.222,60;5.299.072,60;8;2;2;3;4;1
3.432.246,00;5.299.073,70;2;2;2;3;4;1
3.432.269,80;5.299.074,60;2;3;4;3;2;2
3.432.293,70;5.299.075,30;2;4;4;3;2;2
3.432.318,20;5.299.075,70;2;2;4;3;2;2
3.432.493,70;5.299.072,60;2;2;0;0;0;0
3.432.519,10;5.299.071,00;2;3;2;2;4;1
3.432.544,40;5.299.069,30;2;2;2;2;4;1
3.432.569,60;5.299.067,40;2;3;2;2;4;1
3.432.594,60;5.299.065,30;2;3;2;2;4;1
3.432.619,40;5.299.063,20;2;3;2;2;4;1
3.432.644,10;5.299.061,10;1;1;6;2;2;1
3.432.668,50;5.299.059,00;2;3;6;2;2;1
3.432.692,70;5.299.056,80;2;2;6;2;2;1
3.432.716,80;5.299.054,60;3;3;6;2;2;1
3.432.740,60;5.299.052,40;2;3;6;2;2;1
3.432.764,20;5.299.050,20;2;2;6;2;2;1
3.432.787,50;5.299.047,90;2;2;6;2;2;1
3.432.060,90;5.299.042,50;2;3;6;2;3;1
3.432.085,50;5.299.041,80;2;3;6;2;3;1
3.432.109,40;5.299.041,60;2;3;6;2;3;1
3.432.132,60;5.299.042,00;2;3;6;2;3;1
3.432.155,60;5.299.042,70;2;1;2;3;4;1
3.432.178,10;5.299.043,90;2;3;2;3;4;1
3.432.200,70;5.299.045,20;2;2;2;3;4;1
3.432.223,70;5.299.046,30;2;2;4;3;2;2
3.432.246,90;5.299.047,40;2;2;4;3;2;2
3.432.270,60;5.299.048,20;2;3;4;3;2;2
3.432.294,50;5.299.048,90;2;1;4;3;2;2
3.432.318,80;5.299.049,30;2;3;4;3;2;2
3.432.343,30;5.299.049,60;2;3;0;0;0;0
3.432.468,40;5.299.047,70;2;3;0;0;0;0
3.432.493,80;5.299.046,50;2;3;2;2;4;1
3.432.519,10;5.299.044,90;2;3;2;2;4;1
3.432.544,40;5.299.043,10;3;3;2;2;4;1
3.432.569,50;5.299.041,10;2;2;2;2;4;1
3.432.594,40;5.299.039,10;2;3;2;2;4;1
3.432.619,20;5.299.037,00;1;1;2;2;4;1
3.432.643,70;5.299.035,00;2;3;2;2;4;1
3.432.668,10;5.299.032,90;2;3;2;2;4;1
3.432.692,20;5.299.030,80;3;2;6;2;2;1
3.432.716,10;5.299.028,70;2;2;6;2;2;1
3.432.739,90;5.299.026,60;2;2;6;2;2;1
3.432.763,40;5.299.024,50;2;3;6;2;2;1
3.432.786,70;5.299.022,50;2;3;6;2;2;1
3.432.064,10;5.299.015,90;2;2;6;2;3;1
3.432.088,40;5.299.015,30;2;3;6;2;3;1
3.432.111,80;5.299.015,30;2;3;6;2;3;1
3.432.134,60;5.299.015,90;2;2;6;2;3;1
3.432.157,20;5.299.016,70;10;2;6;2;3;1
3.432.179,20;5.299.018,10;2;2;2;3;4;1
3.432.201,60;5.299.019,50;2;4;4;3;2;2
3.432.224,40;5.299.020,60;2;2;4;3;2;2
3.432.247,50;5.299.021,70;2;2;4;3;2;2
3.432.271,20;5.299.022,30;2;1;4;3;2;2
3.432.295,00;5.299.023,00;2;1;4;3;2;2
3.432.319,30;5.299.023,20;2;2;4;3;2;2
3.432.468,50;5.299.021,50;2;3;7;2;3;1
3.432.493,80;5.299.020,30;2;3;2;2;4;1
3.432.519,10;5.299.018,80;2;2;2;2;4;1
3.432.544,30;5.299.017,10;2;2;2;2;4;1
3.432.569,40;5.299.015,20;2;3;2;2;4;1
3.432.594,30;5.299.013,10;2;2;2;2;4;1
3.432.618,90;5.299.011,10;2;2;2;2;4;1
3.432.643,40;5.299.009,00;2;2;0;0;0;0
3.432.667,60;5.299.006,90;2;2;6;2;2;1
3.432.691,70;5.299.004,80;2;3;6;2;2;1
3.432.715,50;5.299.002,90;2;1;6;2;2;1
3.432.762,60;5.298.999,10;2;1;2;2;3;1
3.432.785,90;5.298.997,30;2;1;2;2;3;1
3.432.809,00;5.298.995,40;2;3;6;2;2;1
3.432.066,90;5.298.989,70;2;4;6;2;3;1
3.432.090,90;5.298.989,30;2;3;6;2;3;1
3.432.114,00;5.298.989,50;2;3;6;2;3;1
3.432.136,50;5.298.990,10;2;2;6;2;3;1
3.432.180,50;5.298.992,40;2;1;2;3;4;1
3.432.202,60;5.298.993,80;2;1;4;3;2;2
3.432.225,30;5.298.994,80;2;1;4;3;2;2
3.432.248,20;5.298.995,90;2;1;4;3;2;2
3.432.271,80;5.298.996,50;2;1;4;3;2;2
3.432.295,60;5.298.997,10;2;1;4;3;2;2
3.432.319,90;5.298.997,20;2;1;4;3;2;2
3.432.344,30;5.298.997,20;2;2;4;3;2;2
3.432.368,90;5.298.997,30;2;3;4;3;2;2
3.432.393,50;5.298.997,30;2;3;0;0;0;0
3.432.443,50;5.298.996,40;2;3;7;2;3;1
3.432.468,70;5.298.995,40;2;3;7;2;3;1
3.432.493,90;5.298.994,30;2;3;7;2;3;1
3.432.544,30;5.298.991,20;2;2;6;2;2;1
3.432.569,30;5.298.989,30;2;2;6;2;2;1
3.432.594,10;5.298.987,30;2;3;2;2;4;1
3.432.618,70;5.298.985,30;2;2;6;2;2;1
3.432.643,10;5.298.983,20;2;2;6;2;2;1
3.432.667,20;5.298.981,20;2;2;6;2;2;1
3.432.691,10;5.298.979,30;2;1;6;2;2;1
3.432.714,90;5.298.977,50;2;2;6;2;2;1
3.432.761,90;5.298.974,00;2;1;2;2;3;1
3.432.785,10;5.298.972,30;2;1;2;2;3;1
3.432.808,20;5.298.970,70;2;2;2;2;3;1
3.432.045,10;5.298.964,70;2;3;6;2;3;1
3.432.069,20;5.298.964,20;2;3;6;2;3;1
3.432.093,10;5.298.963,70;2;3;6;2;3;1
3.432.138,20;5.298.964,50;1;1;6;2;3;1
3.432.160,30;5.298.965,40;1;1;6;2;3;1
3.432.182,00;5.298.966,70;1;1;2;3;4;1
3.432.204,00;5.298.967,90;1;1;2;3;4;1
3.432.226,70;5.298.968,80;1;2;4;3;2;2
3.432.249,50;5.298.969,80;1;2;2;3;4;1
3.432.273,00;5.298.970,20;2;1;4;3;2;2
3.432.296,70;5.298.970,70;2;1;4;3;2;2
3.432.321,00;5.298.970,70;2;1;4;3;2;2
3.432.345,40;5.298.970,70;2;1;4;3;2;2
3.432.369,80;5.298.970,80;2;4;4;3;2;2
3.432.394,20;5.298.970,80;2;3;7;2;3;1
3.432.419,00;5.298.970,50;2;2;7;2;3;1
3.432.443,80;5.298.970,10;2;2;7;2;3;1
3.432.468,90;5.298.969,30;2;3;7;2;3;1
3.432.519,20;5.298.966,90;2;2;7;2;3;1
3.432.544,20;5.298.965,40;2;2;6;2;2;1
3.432.569,20;5.298.963,60;2;3;6;2;2;1
3.432.593,90;5.298.961,70;2;3;6;2;2;1
3.432.618,40;5.298.959,70;2;2;6;2;2;1
3.432.642,70;5.298.957,70;2;2;6;2;2;1
3.432.666,80;5.298.955,80;2;1;6;2;2;1
3.432.690,60;5.298.954,00;2;2;6;2;2;1
3.432.714,30;5.298.952,30;2;1;6;2;2;1
3.432.737,80;5.298.950,60;2;2;6;2;2;1
3.432.784,30;5.298.947,60;2;3;2;2;3;1
3.432.807,30;5.298.946,00;2;3;0;0;0;0
3.432.830,10;5.298.944,40;2;3;6;2;2;1
3.432.047,40;5.298.939,50;2;3;6;2;3;1
3.432.071,20;5.298.939,00;2;4;6;2;3;1
3.432.117,40;5.298.938,90;1;1;6;2;3;1
3.432.139,70;5.298.939,40;1;1;6;2;3;1
3.432.183,40;5.298.941,20;1;1;2;2;4;2
3.432.205,50;5.298.942,20;1;1;2;3;4;1
3.432.228,00;5.298.943,00;1;1;2;3;4;1
3.432.250,80;5.298.943,80;2;2;2;3;4;1
3.432.274,30;5.298.944,20;2;1;2;3;4;1
3.432.297,90;5.298.944,60;2;1;4;3;2;2
3.432.322,00;5.298.944,60;2;1;4;3;2;2
3.432.346,30;5.298.944,50;2;3;4;3;2;2
3.432.370,60;5.298.944,60;2;3;7;2;3;1
3.432.394,90;5.298.944,60;2;3;7;2;3;1
3.432.419,50;5.298.944,40;2;3;7;2;3;1
3.432.444,20;5.298.944,10;2;2;7;2;3;1
3.432.469,20;5.298.943,30;3;3;7;2;3;1
3.432.494,20;5.298.942,50;2;3;7;2;3;1
3.432.519,20;5.298.941,10;2;3;7;2;3;1
3.432.544,20;5.298.939,70;3;2;7;2;3;1
3.432.569,10;5.298.937,90;3;2;7;2;3;1
3.432.593,80;5.298.936,20;2;2;6;2;2;1
3.432.618,20;5.298.934,30;2;2;6;2;2;1
3.432.642,40;5.298.932,40;2;2;6;2;2;1
3.432.666,40;5.298.930,60;2;2;6;2;2;1
3.432.690,20;5.298.928,90;2;2;6;2;2;1
3.432.713,70;5.298.927,30;2;2;6;2;2;1
3.432.760,40;5.298.924,30;2;3;0;0;0;0
3.432.783,50;5.298.922,90;2;3;0;0;0;0
3.432.806,50;5.298.921,40;2;1;0;0;0;0
3.432.829,20;5.298.919,90;2;2;6;2;2;1
3.432.851,70;5.298.918,40;2;1;6;2;2;1
3.432.873,90;5.298.916,70;2;2;3;2;2;1
3.432.896,00;5.298.915,20;2;1;3;2;2;1
3.432.917,90;5.298.913,60;2;1;3;2;2;1
3.432.939,60;5.298.912,00;2;1;3;2;2;1
3.432.961,20;5.298.910,60;2;1;4;2;2;1
3.432.982,90;5.298.909,30;2;1;4;2;2;1
3.432.096,30;5.298.913,90;1;1;6;2;3;1
3.432.140,90;5.298.914,50;1;1;2;2;4;2
3.432.206,90;5.298.916,70;1;1;2;3;4;1
3.432.229,40;5.298.917,40;1;1;2;3;4;1
3.432.252,10;5.298.918,10;1;1;2;3;4;1
3.432.275,40;5.298.918,40;2;1;2;3;4;1
3.432.298,90;5.298.918,80;2;1;4;3;2;2
3.432.322,80;5.298.918,90;2;3;4;3;2;2
3.432.346,80;5.298.919,00;2;2;4;3;2;2
3.432.371,00;5.298.919,00;2;3;7;2;3;1
3.432.395,30;5.298.919,00;3;4;7;2;3;1
3.432.419,80;5.298.918,70;2;2;7;2;3;1
3.432.469,40;5.298.917,50;2;2;7;2;3;1
3.432.494,30;5.298.916,70;2;2;7;2;3;1
3.432.519,40;5.298.915,40;2;3;5;2;2;1
3.432.544,30;5.298.913,90;2;1;5;2;2;1
3.432.569,00;5.298.912,30;2;2;5;2;2;1
3.432.593,60;5.298.910,70;2;3;6;2;2;1
3.432.618,00;5.298.909,00;2;3;6;2;2;1
3.432.642,10;5.298.907,30;2;2;6;2;2;1
3.432.666,00;5.298.905,60;2;2;6;2;2;1
3.432.689,70;5.298.904,00;2;2;6;2;2;1
3.432.713,20;5.298.902,50;2;4;6;2;2;1
3.432.736,50;5.298.901,00;2;2;6;2;2;1
3.432.759,70;5.298.899,70;2;3;0;0;0;0
3.432.782,70;5.298.898,30;2;1;6;2;2;1
3.432.805,60;5.298.897,00;2;1;6;2;2;1
3.432.828,20;5.298.895,50;2;2;6;2;2;1
3.432.850,70;5.298.894,10;2;1;6;2;2;1
3.432.872,90;5.298.892,70;2;1;3;2;2;1
3.432.895,00;5.298.891,30;2;1;3;2;2;1
3.432.916,80;5.298.889,80;2;1;4;2;2;1
3.432.938,50;5.298.888,40;2;1;4;2;2;1
3.432.960,10;5.298.887,10;2;1;4;2;2;1
3.432.981,80;5.298.885,90;2;1;4;2;2;1
3.433.003,40;5.298.884,80;2;1;4;2;2;1
3.432.050,80;5.298.890,00;2;1;3;2;2;1
3.432.119,90;5.298.889,50;2;1;2;2;4;2
3.432.142,10;5.298.889,90;2;1;2;2;4;2
3.432.164,00;5.298.890,40;2;2;2;2;4;2
3.432.186,00;5.298.891,00;2;1;2;2;4;2
3.432.208,20;5.298.891,60;1;1;2;2;4;2
3.432.230,60;5.298.892,10;2;4;2;3;4;1
3.432.253,30;5.298.892,70;2;3;2;3;4;1
3.432.276,50;5.298.892,90;2;4;2;3;4;1
3.432.299,90;5.298.893,20;2;1;2;3;4;1
3.432.323,50;5.298.893,40;2;4;2;3;4;1
3.432.347,20;5.298.893,60;2;4;7;2;3;1
3.432.371,40;5.298.893,60;2;4;7;2;3;1
3.432.395,60;5.298.893,50;2;2;7;2;3;1
3.432.420,20;5.298.893,10;2;4;7;2;3;1
3.432.444,80;5.298.892,60;3;4;7;2;3;1
3.432.469,70;5.298.891,90;2;3;7;2;3;1
3.432.494,60;5.298.891,00;2;2;5;2;2;1
3.432.519,50;5.298.889,70;2;2;5;2;2;1
3.432.544,40;5.298.888,20;2;2;5;2;2;1
3.432.569,00;5.298.886,70;2;2;5;2;2;1
3.432.593,50;5.298.885,20;2;2;5;2;2;1
3.432.617,70;5.298.883,70;2;2;5;2;2;1
3.432.641,80;5.298.882,10;2;3;6;2;2;1
3.432.665,60;5.298.880,60;2;2;6;2;2;1
3.432.689,20;5.298.879,10;2;2;6;2;2;1
3.432.735,80;5.298.876,40;2;2;0;0;0;0
3.432.758,90;5.298.875,10;2;1;0;0;0;0
3.432.781,90;5.298.873,90;2;1;6;2;2;1
3.432.804,70;5.298.872,60;2;2;6;2;2;1
3.432.827,30;5.298.871,40;2;1;6;2;2;1
3.432.849,70;5.298.870,10;2;2;6;2;2;1
3.432.871,90;5.298.868,80;2;3;6;2;2;1
3.432.894,00;5.298.867,60;2;1;3;2;2;1
3.432.915,90;5.298.866,30;2;1;4;2;2;1
3.432.937,60;5.298.865,00;8;3;4;2;2;1
3.432.959,30;5.298.863,90;2;1;4;2;2;1
3.432.981,00;5.298.862,80;2;1;4;2;2;1
3.432.052,60;5.298.865,50;2;1;3;2;2;1
3.432.075,90;5.298.865,20;2;1;3;2;2;1
3.432.099,20;5.298.864,80;2;1;3;2;2;1
3.432.121,20;5.298.865,00;2;1;3;2;2;1
3.432.143,20;5.298.865,30;2;1;3;2;2;1
3.432.165,10;5.298.865,70;2;2;3;2;2;1
3.432.187,00;5.298.866,20;2;1;2;2;3;1
3.432.231,50;5.298.867,20;2;4;7;2;3;1
3.432.254,20;5.298.867,60;2;4;7;2;3;1
3.432.277,40;5.298.867,80;2;3;7;2;3;1
3.432.300,70;5.298.867,90;2;4;7;2;3;1
3.432.324,10;5.298.868,20;2;3;7;2;3;1
3.432.347,60;5.298.868,40;2;2;7;2;3;1
3.432.371,70;5.298.868,30;2;2;7;2;3;1
3.432.395,90;5.298.868,20;2;4;7;2;3;1
3.432.420,50;5.298.867,70;2;2;7;2;3;1
3.432.445,20;5.298.867,10;2;2;7;2;3;1
3.432.470,00;5.298.866,30;2;3;7;2;3;1
3.432.494,90;5.298.865,30;2;2;5;2;2;1
3.432.519,80;5.298.864,00;2;2;5;2;2;1
3.432.544,50;5.298.862,60;2;2;5;2;2;1
3.432.569,10;5.298.861,20;2;3;5;2;2;1
3.432.593,40;5.298.859,90;2;2;5;2;2;1
3.432.617,50;5.298.858,50;2;2;5;2;2;1
3.432.641,40;5.298.857,10;2;2;5;2;2;1
3.432.665,10;5.298.855,70;2;1;6;2;2;1
3.432.688,60;5.298.854,40;2;2;6;2;2;1
3.432.712,00;5.298.853,10;2;1;6;2;2;1
3.432.735,10;5.298.851,90;2;2;0;0;0;0
3.432.758,20;5.298.850,70;2;3;0;0;0;0
3.432.781,00;5.298.849,60;2;2;6;2;2;1
3.432.803,80;5.298.848,50;2;1;6;2;2;1
3.432.826,30;5.298.847,40;2;1;6;2;2;1
3.432.848,70;5.298.846,20;2;1;6;2;2;1
3.432.871,00;5.298.845,10;2;4;6;2;2;1
3.432.893,10;5.298.844,00;2;3;3;2;2;1
3.432.915,00;5.298.842,90;2;1;3;2;2;1
3.432.936,80;5.298.841,80;2;1;3;2;2;1
3.432.958,60;5.298.840,80;2;1;4;2;2;1
3.432.054,10;5.298.841,30;2;1;3;2;2;1
3.432.077,40;5.298.840,90;2;1;3;2;2;1
3.432.100,60;5.298.840,50;2;1;3;2;2;1
3.432.122,40;5.298.840,70;2;1;3;2;2;1
3.432.144,40;5.298.840,90;2;1;3;2;2;1
3.432.166,20;5.298.841,20;2;2;3;2;2;1
3.432.188,10;5.298.841,60;2;1;2;2;3;1
3.432.210,20;5.298.842,00;2;1;2;2;3;1
3.432.232,50;5.298.842,30;10;3;2;2;4;2
3.432.255,10;5.298.842,60;10;2;2;2;4;2
3.432.278,20;5.298.842,70;2;4;2;2;4;2
3.432.301,40;5.298.842,90;2;4;7;2;3;1
3.432.324,70;5.298.843,10;2;4;7;2;3;1
3.432.348,10;5.298.843,30;2;3;7;2;3;1
3.432.372,20;5.298.843,10;2;3;7;2;3;1
3.432.396,30;5.298.842,90;2;4;7;2;3;1
3.432.420,90;5.298.842,40;2;3;7;2;3;1
3.432.445,50;5.298.841,80;2;3;7;2;3;1
3.432.470,40;5.298.840,90;2;2;5;2;2;1
3.432.495,20;5.298.839,90;2;2;5;2;2;1
3.432.520,00;5.298.838,70;2;1;5;2;2;1
3.432.544,60;5.298.837,30;2;3;5;2;2;1
3.432.569,10;5.298.836,00;2;2;5;2;2;1
3.432.593,30;5.298.834,80;2;2;5;2;2;1
3.432.617,30;5.298.833,50;2;3;5;2;2;1
3.432.641,10;5.298.832,30;2;1;5;2;2;1
3.432.664,70;5.298.831,10;2;2;5;2;2;1
3.432.688,10;5.298.829,90;2;2;6;2;2;1
3.432.711,40;5.298.828,80;2;2;6;2;2;1
3.432.734,50;5.298.827,70;2;1;6;2;2;1
3.432.757,50;5.298.826,70;2;2;6;2;2;1
3.432.780,30;5.298.825,60;2;3;6;2;2;1
3.432.803,00;5.298.824,60;2;1;6;2;2;1
3.432.825,50;5.298.823,60;2;1;6;2;2;1
3.432.847,90;5.298.822,60;2;2;6;2;2;1
3.432.870,20;5.298.821,60;2;3;6;2;2;1
3.432.892,30;5.298.820,70;2;1;3;2;2;1
3.432.914,30;5.298.819,70;10;1;3;2;2;1
3.432.936,20;5.298.818,70;2;1;3;2;2;1
3.432.078,60;5.298.816,80;2;1;3;2;2;1
3.432.101,80;5.298.816,50;2;3;6;2;3;1
3.432.123,70;5.298.816,50;2;3;6;2;3;1
3.432.145,80;5.298.816,60;2;1;3;2;2;1
3.432.167,60;5.298.816,80;2;1;3;2;2;1
3.432.189,40;5.298.817,00;2;3;2;2;3;1
3.432.211,50;5.298.817,30;2;4;2;2;3;1
3.432.279,10;5.298.817,90;1;1;2;2;4;2
3.432.302,20;5.298.818,00;1;1;2;2;4;2
3.432.325,40;5.298.818,00;2;3;7;2;3;1
3.432.348,80;5.298.818,10;2;4;7;2;3;1
3.432.372,80;5.298.817,90;2;3;5;2;2;1
3.432.396,80;5.298.817,70;2;3;5;2;2;1
3.432.421,30;5.298.817,20;2;3;5;2;2;1
3.432.445,90;5.298.816,60;2;2;5;2;2;1
3.432.470,70;5.298.815,70;2;2;5;2;2;1
3.432.495,40;5.298.814,80;2;2;5;2;2;1
3.432.520,20;5.298.813,60;2;1;5;2;2;1
3.432.544,70;5.298.812,30;2;2;5;2;2;1
3.432.569,10;5.298.811,10;2;2;5;2;2;1
3.432.593,20;5.298.809,90;2;2;5;2;2;1
3.432.617,10;5.298.808,80;2;2;5;2;2;1
3.432.640,80;5.298.807,70;2;3;5;2;2;1
3.432.664,30;5.298.806,60;2;2;5;2;2;1
3.432.687,60;5.298.805,60;2;2;5;2;2;1
3.432.733,90;5.298.803,70;2;2;6;2;2;1
3.432.756,80;5.298.802,70;2;1;6;2;2;1
3.432.779,60;5.298.801,80;3;2;6;2;2;1
3.432.802,20;5.298.800,90;2;3;6;2;2;1
3.432.824,70;5.298.800,00;2;2;6;2;2;1
3.432.847,10;5.298.799,10;2;3;6;2;2;1
3.432.869,40;5.298.798,30;2;1;3;2;2;1
3.432.891,50;5.298.797,40;2;1;3;2;2;1
3.432.913,60;5.298.796,50;2;1;3;2;2;1
3.432.080,10;5.298.792,90;2;2;6;2;3;1
3.432.103,10;5.298.792,50;2;2;6;2;3;1
3.432.125,10;5.298.792,50;2;3;6;2;3;1
3.432.147,20;5.298.792,40;2;3;6;2;3;1
3.432.169,00;5.298.792,50;2;3;6;2;3;1
3.432.190,80;5.298.792,60;2;3;6;2;3;1
3.432.212,80;5.298.792,80;2;3;6;2;3;1
3.432.234,90;5.298.792,90;2;2;6;2;3;1
3.432.257,30;5.298.793,10;1;2;2;2;4;2
3.432.280,00;5.298.793,10;1;1;2;2;4;2
3.432.302,90;5.298.793,20;2;3;2;2;4;2
3.432.326,20;5.298.793,20;2;3;2;2;4;2
3.432.349,60;5.298.793,10;2;2;7;2;3;1
3.432.373,40;5.298.792,90;2;2;5;2;2;1
3.432.397,40;5.298.792,60;2;3;5;2;2;1
3.432.421,80;5.298.792,10;2;1;5;2;2;1
3.432.446,20;5.298.791,60;2;2;5;2;2;1
3.432.471,00;5.298.790,70;2;2;5;2;2;1
3.432.495,70;5.298.789,80;2;1;5;2;2;1
3.432.520,40;5.298.788,70;2;3;5;2;2;1
3.432.544,90;5.298.787,50;2;2;5;2;2;1
3.432.569,10;5.298.786,40;2;3;5;2;2;1
3.432.593,10;5.298.785,30;3;2;5;2;2;1
3.432.616,90;5.298.784,30;2;2;5;2;2;1
3.432.640,50;5.298.783,40;2;2;5;2;2;1
3.432.663,90;5.298.782,40;2;2;5;2;2;1
3.432.687,10;5.298.781,50;2;2;5;2;2;1
3.432.710,20;5.298.780,60;2;2;6;2;2;1
3.432.733,20;5.298.779,80;2;2;6;2;2;1
3.432.756,10;5.298.779,00;2;1;6;2;2;1
3.432.778,90;5.298.778,20;2;2;6;2;2;1
3.432.801,50;5.298.777,40;2;3;6;2;2;1
3.432.868,60;5.298.775,00;2;1;3;2;2;1
3.432.890,70;5.298.774,20;2;1;3;2;2;1
3.432.081,90;5.298.768,90;2;2;6;2;3;1
3.432.104,80;5.298.768,60;2;4;6;2;3;1
3.432.126,70;5.298.768,50;2;3;6;2;3;1
3.432.148,80;5.298.768,40;2;3;6;2;3;1
3.432.170,40;5.298.768,40;2;2;6;2;3;1
3.432.192,20;5.298.768,40;2;1;6;2;3;1
3.432.303,70;5.298.768,60;1;1;2;2;4;2
3.432.326,90;5.298.768,40;2;2;2;2;4;2
3.432.350,30;5.298.768,30;2;4;2;2;4;2
3.432.374,10;5.298.768,00;2;2;5;2;2;1
3.432.398,00;5.298.767,70;2;2;5;2;2;1
