Easting;Northing;Species;DamageClass;AgeClass;CrownStatus;Mixture;Setup_Aufbau
3.432.842,70;5.303.196,00;2;3;4;2;2;1
3.432.869,00;5.303.195,00;2;2;4;2;2;1
3.432.895,20;5.303.194,10;2;1;4;2;2;1
3.432.921,40;5.303.193,20;2;1;4;2;2;1
3.432.947,40;5.303.192,40;2;1;5;2;2;1
3.432.973,40;5.303.191,50;2;1;5;2;2;1
3.432.999,30;5.303.190,70;2;2;5;2;2;1
3.433.025,20;5.303.189,90;2;1;5;2;2;1
3.432.524,50;5.303.184,70;2;1;5;2;2;1
3.432.656,60;5.303.178,20;10;1;5;2;2;1
3.432.788,70;5.303.172,00;3;3;7;2;4;2
3.432.815,10;5.303.170,80;2;2;7;2;4;2
3.432.841,40;5.303.169,70;2;2;4;2;2;1
3.432.867,70;5.303.168,70;2;2;7;2;4;2
3.432.894,00;5.303.167,70;2;1;4;2;2;1
3.432.920,10;5.303.166,90;2;2;5;2;2;1
3.432.946,10;5.303.166,00;2;1;5;2;2;1
3.432.972,10;5.303.165,20;2;2;5;2;2;1
3.432.813,80;5.303.144,60;2;3;4;2;2;1
3.432.840,20;5.303.143,40;2;3;7;2;4;2
3.432.918,90;5.303.140,50;2;1;5;2;2;1
3.432.049,00;5.303.095,10;2;3;6;2;4;1
3.432.072,70;5.303.094,90;2;1;0;0;0;0
3.432.096,50;5.303.094,60;2;1;0;0;0;0
3.432.052,20;5.303.066,70;2;2;6;2;4;1
3.432.075,70;5.303.066,40;2;4;6;2;4;1
3.432.099,40;5.303.066,00;2;3;6;2;4;1
3.432.122,90;5.303.065,90;2;2;0;0;0;0
3.432.146,60;5.303.065,70;2;1;0;0;0;0
3.432.055,10;5.303.038,90;2;3;6;2;4;1
3.432.078,50;5.303.038,40;2;3;6;2;4;1
3.432.102,10;5.303.038,00;2;3;6;2;4;1
3.432.125,40;5.303.037,80;2;3;6;2;4;1
3.432.148,80;5.303.037,60;2;3;5;2;3;1
3.432.172,10;5.303.037,70;2;2;5;2;3;1
3.432.195,50;5.303.037,80;2;1;5;2;3;1
3.432.057,70;5.303.011,60;2;4;6;2;4;1
3.432.081,10;5.303.011,00;2;4;6;2;4;1
3.432.127,80;5.303.010,20;2;1;5;2;3;1
3.432.151,10;5.303.009,90;2;2;5;2;3;1
3.432.174,10;5.303.010,00;2;1;5;2;3;1
3.432.220,50;5.303.010,30;2;2;5;2;3;1
3.432.243,90;5.303.010,60;2;1;0;0;0;0
3.432.059,90;5.302.985,00;2;1;5;2;3;1
3.432.083,30;5.302.984,30;2;1;5;2;3;1
3.432.106,70;5.302.983,70;2;1;3;2;2;1
3.432.129,80;5.302.983,30;2;3;5;2;3;1
3.432.152,90;5.302.982,90;2;3;5;2;3;1
3.432.175,70;5.302.983,00;2;2;5;2;3;1
3.432.198,70;5.302.983,00;2;1;5;2;3;1
3.432.221,70;5.302.983,30;2;3;5;2;3;1
3.432.244,80;5.302.983,60;2;1;5;2;3;1
3.432.268,30;5.302.983,70;2;2;5;2;3;1
3.432.291,90;5.302.983,80;2;1;0;0;0;0
3.432.061,90;5.302.958,90;2;1;3;2;2;1
3.432.085,30;5.302.958,00;2;2;3;2;2;1
3.432.108,50;5.302.957,30;2;1;3;2;2;1
3.432.131,60;5.302.956,80;2;1;3;2;2;1
3.432.154,60;5.302.956,40;2;2;5;2;3;1
3.432.177,20;5.302.956,40;2;1;5;2;3;1
3.432.200,00;5.302.956,40;2;1;5;2;3;1
3.432.222,70;5.302.956,70;2;1;5;2;3;1
3.432.245,60;5.302.956,90;2;1;5;2;3;1
3.432.268,80;5.302.957,10;2;1;5;2;3;1
3.432.292,20;5.302.957,20;2;1;5;2;3;1
3.432.315,90;5.302.957,30;2;1;0;0;0;0
3.432.062,90;5.302.933,60;2;1;3;2;2;1
3.432.086,20;5.302.932,70;2;1;3;2;2;1
3.432.109,30;5.302.932,00;2;1;3;2;2;1
3.432.132,30;5.302.931,40;2;1;3;2;2;1
3.432.155,20;5.302.930,90;2;1;3;2;2;1
3.432.177,80;5.302.930,90;2;3;5;2;3;1
3.432.200,50;5.302.930,80;2;1;5;2;3;1
3.432.223,10;5.302.930,90;2;1;5;2;3;1
3.432.245,90;5.302.931,10;2;1;5;2;3;1
3.432.268,90;5.302.931,20;2;1;5;2;3;1
3.432.292,20;5.302.931,30;2;2;5;2;3;1
3.432.315,70;5.302.931,40;2;1;5;2;3;1
3.432.063,30;5.302.908,80;2;1;3;2;2;1
3.432.086,60;5.302.907,80;2;1;3;2;2;1
3.432.109,80;5.302.907,00;2;2;3;2;2;1
3.432.132,70;5.302.906,40;2;1;3;2;2;1
3.432.155,60;5.302.905,90;2;2;3;2;2;1
3.432.178,00;5.302.905,70;2;2;3;2;2;1
3.432.200,70;5.302.905,50;2;1;5;2;3;1
3.432.223,20;5.302.905,50;2;1;5;2;3;1
3.432.245,90;5.302.905,60;2;3;5;2;3;1
3.432.268,80;5.302.905,60;2;2;5;2;3;1
3.432.291,90;5.302.905,70;2;3;5;2;3;1
3.432.315,30;5.302.905,70;2;2;5;2;3;1
3.432.245,70;5.302.880,40;2;1;5;2;3;1
3.432.268,50;5.302.880,40;2;1;5;2;3;1
3.432.153,80;5.302.832,90;2;3;5;2;3;1
3.432.176,50;5.302.832,30;2;2;6;2;4;1
3.432.199,30;5.302.831,70;2;1;0;0;0;0
3.432.105,80;5.302.811,00;2;1;0;0;0;0
3.432.129,10;5.302.810,10;2;1;5;2;3;1
3.432.152,30;5.302.809,10;2;3;5;2;3;1
3.432.175,00;5.302.808,50;2;2;5;2;3;1
3.432.197,90;5.302.807,80;2;3;6;2;4;1
3.432.220,30;5.302.807,30;2;2;6;2;4;1
3.432.243,00;5.302.806,90;2;2;6;2;4;1
3.432.265,70;5.302.806,60;2;2;0;0;0;0
3.432.103,70;5.302.787,50;2;1;5;2;3;1
3.432.126,90;5.302.786,50;2;1;5;2;3;1
3.432.150,20;5.302.785,50;2;2;5;2;3;1
3.432.172,80;5.302.784,80;2;3;5;2;3;1
3.432.195,70;5.302.784,10;2;3;6;2;4;1
3.432.218,20;5.302.783,50;2;4;6;2;4;1
3.432.240,90;5.302.783,00;2;3;6;2;4;1
3.432.263,70;5.302.782,60;2;1;6;2;4;1
3.432.054,30;5.302.766,10;2;1;3;2;2;1
3.432.077,70;5.302.765,00;2;1;3;2;2;1
3.432.101,20;5.302.763,90;2;1;5;2;3;1
3.432.124,30;5.302.762,90;2;1;5;2;3;1
3.432.147,60;5.302.762,00;2;1;5;2;3;1
3.432.170,30;5.302.761,20;2;1;5;2;3;1
3.432.193,10;5.302.760,40;2;3;6;2;4;1
3.432.215,80;5.302.759,70;2;4;6;2;4;1
3.432.238,50;5.302.759,10;2;3;6;2;4;1
3.432.261,50;5.302.758,50;2;2;6;2;4;1
3.432.284,60;5.302.757,90;2;3;6;2;4;1
3.432.051,30;5.302.742,60;2;1;3;2;2;1
3.432.074,70;5.302.741,50;2;2;3;2;2;1
3.432.098,20;5.302.740,40;2;1;3;2;2;1
3.432.121,30;5.302.739,30;2;1;5;2;3;1
3.432.144,60;5.302.738,30;2;2;5;2;3;1
3.432.167,40;5.302.737,50;2;1;5;2;3;1
3.432.190,30;5.302.736,60;2;2;6;2;4;1
3.432.213,10;5.302.735,80;2;1;6;2;4;1
3.432.236,00;5.302.735,10;2;3;6;2;4;1
3.432.259,00;5.302.734,40;2;2;6;2;4;1
3.432.047,50;5.302.719,00;2;1;3;2;2;1
3.432.071,00;5.302.717,90;2;1;3;2;2;1
3.432.094,50;5.302.716,70;2;2;5;2;3;1
3.432.117,80;5.302.715,70;2;2;5;2;3;1
3.432.141,10;5.302.714,60;2;3;5;2;3;1
3.432.164,20;5.302.713,60;2;1;5;2;3;1
3.432.187,20;5.302.712,70;2;2;5;2;3;1
3.432.210,20;5.302.711,80;2;2;6;2;4;1
3.432.233,30;5.302.710,90;2;3;6;2;4;1
3.432.256,50;5.302.710,00;2;3;6;2;4;1
3.432.043,60;5.302.695,20;2;2;3;2;2;1
3.432.067,20;5.302.694,00;2;1;3;2;2;1
3.432.090,80;5.302.692,90;2;1;5;2;3;1
3.432.114,20;5.302.691,80;2;2;5;2;3;1
3.432.137,50;5.302.690,70;2;2;5;2;3;1
3.432.160,80;5.302.689,60;2;3;5;2;3;1
3.432.183,90;5.302.688,50;2;1;5;2;3;1
3.432.207,10;5.302.687,50;2;1;5;2;3;1
3.432.230,40;5.302.686,50;2;2;6;2;4;1
3.432.087,00;5.302.668,80;2;2;0;0;0;0
3.432.110,50;5.302.667,60;2;1;5;2;3;1
3.432.133,80;5.302.666,40;2;1;5;2;3;1
3.432.157,10;5.302.665,30;2;3;5;2;3;1
3.432.180,40;5.302.664,20;2;3;5;2;3;1
3.431.139,00;5.303.590,90;2;1;0;0;0;0
3.431.166,00;5.303.590,30;2;1;0;0;0;0
3.431.192,70;5.303.589,80;2;1;0;0;0;0
3.431.219,20;5.303.589,30;2;4;0;0;0;0
3.431.692,70;5.303.583,10;2;2;0;0;0;0
3.431.716,30;5.303.583,20;2;1;0;0;0;0
3.431.739,80;5.303.583,20;2;3;6;2;2;1
3.431.142,40;5.303.562,70;2;1;0;0;0;0
3.431.169,20;5.303.562,30;2;1;0;0;0;0
3.431.195,70;5.303.561,90;2;2;0;0;0;0
3.431.222,00;5.303.561,60;2;1;0;0;0;0
3.431.248,20;5.303.561,40;2;3;0;0;0;0
3.431.645,90;5.303.557,30;2;4;0;0;0;0
3.431.669,60;5.303.557,50;2;1;0;0;0;0
3.431.693,30;5.303.557,80;2;1;6;2;2;1
3.431.716,90;5.303.558,00;2;1;6;2;2;1
3.431.740,40;5.303.558,10;2;1;6;2;2;1
3.431.146,10;5.303.534,50;2;2;0;0;0;0
3.431.172,60;5.303.534,30;2;2;0;0;0;0
3.431.198,90;5.303.534,00;2;1;0;0;0;0
3.431.225,00;5.303.534,00;2;1;0;0;0;0
3.431.250,90;5.303.534,00;2;2;0;0;0;0
3.431.622,90;5.303.531,80;2;1;0;0;0;0
3.431.646,60;5.303.532,00;2;1;6;2;2;1
3.431.670,30;5.303.532,30;2;2;6;2;2;1
3.431.694,00;5.303.532,60;2;2;6;2;2;1
3.431.149,90;5.303.506,50;2;2;0;0;0;0
3.431.176,10;5.303.506,40;2;3;0;0;0;0
3.431.202,20;5.303.506,40;2;2;0;0;0;0
3.431.228,00;5.303.506,50;2;2;0;0;0;0
3.431.279,10;5.303.506,90;2;2;0;0;0;0
3.431.623,70;5.303.506,60;2;3;0;0;0;0
3.431.647,40;5.303.506,80;2;2;6;2;2;1
3.431.671,10;5.303.507,30;2;2;6;2;2;1
3.431.153,50;5.303.479,00;2;3;0;0;0;0
3.431.179,50;5.303.479,10;2;3;0;0;0;0
3.431.205,30;5.303.479,20;2;1;0;0;0;0
3.431.230,80;5.303.479,50;2;1;0;0;0;0
3.431.256,20;5.303.479,90;2;4;0;0;0;0
3.431.281,50;5.303.480,30;2;3;0;0;0;0
3.431.624,60;5.303.481,70;2;1;6;2;2;1
3.431.156,90;5.303.451,90;2;1;0;0;0;0
3.431.182,70;5.303.452,10;2;1;0;0;0;0
3.431.208,30;5.303.452,50;2;3;0;0;0;0
3.431.233,60;5.303.452,90;2;3;0;0;0;0
3.431.506,20;5.303.455,60;2;1;2;2;4;2
3.431.159,90;5.303.425,50;2;1;0;0;0;0
3.431.185,40;5.303.425,90;2;3;0;0;0;0
3.431.210,70;5.303.426,40;2;1;0;0;0;0
3.431.235,90;5.303.427,00;2;1;0;0;0;0
3.431.410,00;5.303.430,00;2;2;0;0;0;0
3.431.434,50;5.303.430,20;2;2;2;2;4;2
3.431.483,20;5.303.430,50;2;2;2;2;4;2
3.431.507,40;5.303.430,60;2;2;2;2;4;2
3.431.531,40;5.303.430,90;2;1;2;2;4;2
3.431.188,10;5.303.400,00;2;2;0;0;0;0
3.431.337,50;5.303.403,70;2;1;0;0;0;0
3.431.362,20;5.303.404,20;2;3;0;0;0;0
3.431.411,50;5.303.404,90;2;3;7;2;4;1
3.431.435,90;5.303.405,20;2;1;7;2;4;1
3.431.460,30;5.303.405,40;2;2;2;2;4;2
3.431.508,50;5.303.405,90;2;1;2;2;4;2
3.431.190,80;5.303.374,20;3;2;7;2;4;1
3.431.215,70;5.303.375,00;2;3;0;0;0;0
3.431.240,50;5.303.375,70;2;3;0;0;0;0
3.431.339,30;5.303.378,40;2;2;0;0;0;0
3.431.363,90;5.303.379,00;2;2;0;0;0;0
3.431.388,40;5.303.379,50;2;3;3;2;2;1
3.431.412,90;5.303.380,00;2;2;7;2;4;1
3.431.437,30;5.303.380,40;2;1;7;2;4;1
3.431.461,50;5.303.380,70;2;1;7;2;4;1
3.431.485,70;5.303.381,00;2;1;2;2;4;2
3.431.509,70;5.303.381,30;2;1;2;2;4;2
3.431.193,50;5.303.348,70;3;2;7;2;4;1
3.431.218,20;5.303.349,50;2;2;7;2;4;1
3.431.242,90;5.303.350,20;2;3;0;0;0;0
3.431.267,60;5.303.351,00;2;1;0;0;0;0
3.431.292,10;5.303.351,80;2;2;0;0;0;0
3.431.316,60;5.303.352,60;2;1;0;0;0;0
3.431.341,10;5.303.353,30;2;3;0;0;0;0
3.431.365,60;5.303.354,00;2;1;3;2;2;1
3.431.390,00;5.303.354,70;2;1;7;2;4;1
3.431.414,30;5.303.355,20;2;1;7;2;4;1
3.431.438,60;5.303.355,70;2;3;7;2;4;1
3.431.486,90;5.303.356,50;2;1;2;2;4;2
3.431.221,10;5.303.324,00;2;3;7;2;4;1
3.431.245,70;5.303.324,70;2;3;7;2;4;1
3.431.270,20;5.303.325,60;2;1;7;2;4;1
3.431.294,60;5.303.326,40;2;3;7;2;4;1
3.431.318,90;5.303.327,20;2;2;7;2;4;1
3.431.343,20;5.303.328,10;2;3;7;2;4;1
3.431.391,60;5.303.329,70;2;1;3;2;2;1
3.431.415,90;5.303.330,40;2;1;7;2;4;1
3.431.440,00;5.303.331,10;2;1;7;2;4;1
3.431.464,10;5.303.331,60;2;1;7;2;4;1
3.431.248,40;5.303.299,50;2;1;7;2;4;1
3.431.272,80;5.303.300,40;2;3;7;2;4;1
3.431.297,00;5.303.301,20;2;2;7;2;4;1
3.431.321,20;5.303.302,10;2;1;7;2;4;1
3.431.345,30;5.303.303,10;2;1;7;2;4;1
3.431.369,30;5.303.304,00;2;1;7;2;4;1
3.431.393,30;5.303.304,90;2;1;3;2;2;1
3.431.417,40;5.303.305,70;2;1;3;2;2;1
3.431.465,40;5.303.307,20;2;1;2;2;4;2
3.431.251,00;5.303.274,70;2;2;7;2;4;1
3.431.275,20;5.303.275,50;2;1;7;2;4;1
3.431.299,40;5.303.276,40;2;2;7;2;4;1
3.431.323,40;5.303.277,30;2;1;7;2;4;1
3.431.347,30;5.303.278,30;2;2;7;2;4;1
3.431.371,20;5.303.279,30;2;1;7;2;4;1
3.431.395,10;5.303.280,30;2;1;3;2;2;1
3.431.419,00;5.303.281,10;2;1;3;2;2;1
3.431.442,90;5.303.282,00;2;1;2;2;4;2
3.431.466,80;5.303.282,80;2;2;2;2;4;2
3.431.490,60;5.303.283,50;8;1;0;0;0;0
3.431.301,70;5.303.251,80;2;1;7;2;4;1
3.431.325,60;5.303.252,80;2;1;7;2;4;1
3.431.349,40;5.303.253,70;2;1;7;2;4;1
3.431.373,10;5.303.254,80;2;1;7;2;4;1
3.431.396,80;5.303.255,80;2;1;3;2;2;1
3.431.420,60;5.303.256,70;2;1;3;2;2;1
3.431.444,30;5.303.257,70;2;1;3;2;2;1
3.431.468,10;5.303.258,60;2;1;2;2;4;2
3.431.515,40;5.303.260,20;2;1;0;0;0;0
3.431.656,10;5.303.265,40;2;2;0;0;0;0
3.431.679,60;5.303.266,50;2;2;0;0;0;0
3.431.703,10;5.303.267,60;2;1;0;0;0;0
3.431.280,00;5.303.226,60;2;3;2;2;4;2
3.431.303,90;5.303.227,50;2;1;2;2;4;2
3.431.327,60;5.303.228,50;2;1;7;2;4;1
3.431.351,30;5.303.229,50;2;1;7;2;4;1
3.431.374,90;5.303.230,60;2;1;7;2;4;1
3.431.398,40;5.303.231,60;2;1;7;2;4;1
3.431.422,10;5.303.232,60;2;1;3;2;2;1
3.431.445,70;5.303.233,60;2;1;3;2;2;1
3.431.469,40;5.303.234,50;2;1;3;2;2;1
3.431.493,00;5.303.235,40;2;1;2;2;4;2
3.431.657,00;5.303.241,70;2;1;0;0;0;0
3.431.680,40;5.303.242,80;2;1;0;0;0;0
3.431.703,90;5.303.243,90;2;2;0;0;0;0
3.431.727,70;5.303.245,20;2;3;0;0;0;0
3.431.751,60;5.303.246,50;2;3;0;0;0;0
3.431.306,10;5.303.203,50;2;1;2;2;4;2
3.431.329,60;5.303.204,50;2;1;2;2;4;2
3.431.353,20;5.303.205,50;8;1;2;2;4;2
3.431.376,60;5.303.206,60;2;1;7;2;4;1
3.431.400,00;5.303.207,70;2;2;7;2;4;1
3.431.423,60;5.303.208,70;2;2;3;2;2;1
3.431.447,10;5.303.209,70;2;1;3;2;2;1
3.431.470,70;5.303.210,60;2;1;3;2;2;1
3.431.634,40;5.303.217,00;2;2;0;0;0;0
3.431.657,60;5.303.218,00;2;1;0;0;0;0
3.431.680,90;5.303.219,00;2;3;6;2;3;1
3.431.704,30;5.303.220,10;2;3;6;2;3;1
3.431.728,10;5.303.221,40;2;3;0;0;0;0
3.431.752,10;5.303.222,70;2;3;0;0;0;0
3.431.776,30;5.303.224,10;2;3;0;0;0;0
3.431.800,70;5.303.225,50;2;4;0;0;0;0
3.431.825,60;5.303.227,00;2;4;0;0;0;0
3.431.378,20;5.303.182,80;2;1;2;2;4;2
3.431.401,60;5.303.183,90;2;1;3;2;2;1
3.431.425,10;5.303.184,90;2;1;3;2;2;1
3.431.448,50;5.303.185,90;2;1;3;2;2;1
3.431.495,50;5.303.187,80;2;1;3;2;2;1
3.431.565,50;5.303.190,60;2;1;2;2;4;2
3.431.612,00;5.303.192,50;2;1;0;0;0;0
3.431.635,10;5.303.193,40;2;1;6;2;3;1
3.431.658,30;5.303.194,40;2;1;6;2;3;1
3.431.681,50;5.303.195,40;2;2;6;2;3;1
3.431.704,70;5.303.196,40;2;2;6;2;3;1
3.431.728,50;5.303.197,70;2;3;6;2;3;1
3.431.752,50;5.303.199,00;2;3;6;2;3;1
3.431.776,80;5.303.200,30;2;2;6;2;3;1
3.431.801,20;5.303.201,70;2;4;6;2;3;1
3.431.826,10;5.303.203,20;2;4;6;2;3;1
3.431.851,20;5.303.204,60;2;4;0;0;0;0
3.431.876,50;5.303.206,10;2;3;0;0;0;0
3.431.902,00;5.303.207,50;2;2;0;0;0;0
3.431.426,50;5.303.161,30;2;1;3;2;2;1
3.431.449,90;5.303.162,30;2;1;3;2;2;1
3.431.473,30;5.303.163,30;2;1;3;2;2;1
3.431.496,70;5.303.164,30;2;1;2;2;4;2
3.431.520,00;5.303.165,20;2;1;2;2;4;2
3.431.543,30;5.303.166,20;2;1;2;2;4;2
3.431.566,50;5.303.167,10;2;2;3;2;2;1
3.431.589,70;5.303.168,10;2;1;3;2;2;1
3.431.612,80;5.303.169,00;2;3;6;2;3;1
3.431.635,80;5.303.170,00;2;2;6;2;3;1
3.431.658,80;5.303.170,90;2;1;6;2;3;1
3.431.681,90;5.303.171,90;2;3;6;2;3;1
3.431.705,10;5.303.173,00;2;3;6;2;3;1
3.431.728,80;5.303.174,20;2;3;6;2;3;1
3.431.752,70;5.303.175,40;2;3;6;2;3;1
3.431.776,80;5.303.176,60;2;3;6;2;3;1
3.431.801,10;5.303.177,90;2;2;6;2;3;1
3.431.825,90;5.303.179,20;2;4;6;2;3;1
3.431.851,00;5.303.180,60;2;3;6;2;3;1
3.431.876,20;5.303.181,90;2;3;6;2;3;1
3.431.901,60;5.303.183,30;2;1;7;2;4;1
3.431.927,00;5.303.184,60;2;3;0;0;0;0
3.431.334,70;5.303.133,80;2;1;3;2;2;1
3.431.358,10;5.303.134,80;2;1;3;2;2;1
3.431.381,40;5.303.135,80;2;1;3;2;2;1
3.431.404,70;5.303.136,80;2;1;3;2;2;1
3.431.428,00;5.303.137,80;2;1;3;2;2;1
3.431.451,30;5.303.138,90;2;1;3;2;2;1
3.431.521,10;5.303.141,80;2;3;2;2;4;2
3.431.544,30;5.303.142,80;2;1;2;2;4;2
3.431.590,50;5.303.144,70;2;1;6;2;3;1
3.431.613,50;5.303.145,70;2;3;6;2;3;1
3.431.636,50;5.303.146,70;2;1;6;2;3;1
3.431.659,40;5.303.147,70;2;1;6;2;3;1
3.431.682,40;5.303.148,70;2;2;6;2;3;1
3.431.705,50;5.303.149,70;2;3;6;2;3;1
3.431.729,10;5.303.150,80;2;4;6;2;3;1
3.431.752,80;5.303.151,90;2;3;6;2;3;1
3.431.776,80;5.303.153,10;2;3;6;2;3;1
3.431.801,00;5.303.154,20;2;4;6;2;3;1
3.431.825,70;5.303.155,50;2;3;6;2;3;1
3.431.850,60;5.303.156,70;2;3;6;2;3;1
3.431.875,70;5.303.157,90;2;3;6;2;3;1
3.431.901,00;5.303.159,20;2;3;7;2;4;1
3.431.926,30;5.303.160,40;2;3;7;2;4;1
3.431.951,80;5.303.161,60;2;3;0;0;0;0
3.431.977,30;5.303.162,80;2;3;0;0;0;0
3.432.002,90;5.303.164,10;2;2;0;0;0;0
3.431.312,90;5.303.109,50;2;1;3;2;2;1
3.431.336,40;5.303.110,50;2;1;3;2;2;1
3.431.359,80;5.303.111,50;2;1;3;2;2;1
3.431.383,00;5.303.112,50;2;1;3;2;2;1
3.431.406,30;5.303.113,50;2;1;3;2;2;1
3.431.429,50;5.303.114,60;2;1;3;2;2;1
3.431.452,70;5.303.115,60;2;1;3;2;2;1
3.431.475,90;5.303.116,60;2;1;3;2;2;1
3.431.499,10;5.303.117,60;2;1;3;2;2;1
3.431.522,30;5.303.118,60;2;1;3;2;2;1
3.431.545,40;5.303.119,60;2;1;3;2;2;1
3.431.568,40;5.303.120,60;2;1;3;2;2;1
3.431.591,30;5.303.121,60;2;2;6;2;3;1
3.431.614,20;5.303.122,60;2;2;6;2;3;1
3.431.682,80;5.303.125,60;2;1;6;2;3;1
3.431.705,70;5.303.126,60;2;1;6;2;3;1
3.431.729,10;5.303.127,60;2;4;6;2;3;1
3.431.752,70;5.303.128,70;2;4;6;2;3;1
3.431.776,50;5.303.129,70;2;4;6;2;3;1
3.431.800,60;5.303.130,80;2;1;6;2;3;1
3.431.825,10;5.303.131,90;2;3;6;2;3;1
3.431.850,00;5.303.133,00;2;3;6;2;3;1
3.431.874,90;5.303.134,10;2;4;6;2;3;1
3.431.900,20;5.303.135,30;2;3;7;2;4;1
3.431.925,50;5.303.136,40;2;4;7;2;4;1
3.431.950,90;5.303.137,50;2;4;7;2;4;1
3.431.976,40;5.303.138,70;2;4;6;2;4;1
3.432.002,10;5.303.139,80;2;3;0;0;0;0
3.432.028,00;5.303.141,00;2;1;0;0;0;0
3.431.314,50;5.303.086,30;2;1;3;2;2;1
3.431.338,00;5.303.087,30;2;1;3;2;2;1
3.431.361,40;5.303.088,40;2;1;3;2;2;1
3.431.384,60;5.303.089,40;2;1;3;2;2;1
3.431.407,90;5.303.090,40;2;1;3;2;2;1
3.431.431,00;5.303.091,50;2;2;3;2;2;1
3.431.454,10;5.303.092,50;2;1;4;2;2;1
3.431.477,20;5.303.093,50;2;1;4;2;2;1
3.431.500,30;5.303.094,50;2;1;4;2;2;1
3.431.523,40;5.303.095,60;2;1;3;2;2;1
3.431.546,40;5.303.096,60;2;1;3;2;2;1
3.431.569,30;5.303.097,60;2;1;3;2;2;1
3.431.592,20;5.303.098,70;2;1;6;2;3;1
3.431.615,00;5.303.099,70;2;1;6;2;3;1
3.431.637,70;5.303.100,70;2;4;6;2;3;1
3.431.660,40;5.303.101,70;8;3;6;2;3;1
3.431.683,10;5.303.102,70;8;2;6;2;3;1
3.431.706,00;5.303.103,70;2;1;6;2;3;1
3.431.729,20;5.303.104,70;2;1;2;2;4;2
3.431.776,30;5.303.106,70;2;2;6;2;3;1
3.431.800,10;5.303.107,60;2;2;6;2;3;1
3.431.824,50;5.303.108,60;2;3;6;2;3;1
3.431.849,20;5.303.109,60;2;2;6;2;3;1
3.431.874,10;5.303.110,60;2;2;7;2;4;1
3.431.899,20;5.303.111,60;2;3;7;2;4;1
3.431.924,50;5.303.112,70;2;4;7;2;4;1
3.431.950,00;5.303.113,70;2;4;7;2;4;1
3.431.975,40;5.303.114,70;2;4;6;2;4;1
3.432.001,00;5.303.115,80;2;4;6;2;4;1
3.432.026,90;5.303.116,80;2;3;6;2;4;1
3.432.053,00;5.303.117,90;2;2;0;0;0;0
3.431.292,50;5.303.062,10;2;1;3;2;2;1
3.431.316,10;5.303.063,20;2;1;3;2;2;1
3.431.339,60;5.303.064,30;2;1;3;2;2;1
3.431.362,90;5.303.065,40;2;1;3;2;2;1
3.431.386,20;5.303.066,40;2;1;3;2;2;1
3.431.409,40;5.303.067,50;2;2;3;2;2;1
3.431.432,50;5.303.068,50;2;2;3;2;2;1
3.431.455,50;5.303.069,60;2;2;3;2;2;1
3.431.478,60;5.303.070,60;2;1;4;2;2;1
3.431.501,60;5.303.071,70;2;1;4;2;2;1
3.431.524,50;5.303.072,70;2;1;4;2;2;1
3.431.547,40;5.303.073,80;2;1;3;2;2;1
3.431.570,20;5.303.074,90;2;1;3;2;2;1
3.431.593,00;5.303.075,90;2;3;6;2;3;1
3.431.615,70;5.303.077,00;2;3;6;2;3;1
3.431.638,30;5.303.078,00;2;2;6;2;3;1
3.431.661,00;5.303.079,00;2;3;2;2;4;2
3.431.683,60;5.303.080,10;8;2;2;2;4;2
3.431.706,30;5.303.081,10;2;1;2;2;4;2
3.431.729,40;5.303.082,00;2;1;2;2;4;2
3.431.752,60;5.303.082,90;8;1;6;2;3;1
3.431.776,10;5.303.083,80;2;4;6;2;3;1
3.431.799,80;5.303.084,70;2;4;6;2;3;1
3.431.824,10;5.303.085,60;2;4;6;2;3;1
3.431.848,70;5.303.086,50;2;3;6;2;3;1
3.431.873,50;5.303.087,30;3;3;7;2;4;1
3.431.898,50;5.303.088,20;2;2;7;2;4;1
3.431.923,60;5.303.089,20;3;3;7;2;4;1
3.431.949,00;5.303.090,10;2;3;7;2;4;1
3.431.974,30;5.303.091,00;2;3;6;2;4;1
3.431.999,80;5.303.092,00;2;2;6;2;4;1
3.432.025,50;5.303.092,90;2;2;6;2;4;1
3.432.051,50;5.303.093,90;2;1;6;2;4;1
3.431.293,90;5.303.039,00;2;1;4;2;2;1
3.431.317,50;5.303.040,20;2;1;3;2;2;1
3.431.341,00;5.303.041,30;2;1;3;2;2;1
3.431.364,30;5.303.042,40;2;1;3;2;2;1
3.431.387,60;5.303.043,60;2;1;3;2;2;1
3.431.410,80;5.303.044,70;2;2;3;2;2;1
3.431.433,90;5.303.045,80;2;1;3;2;2;1
3.431.479,90;5.303.047,90;2;1;3;2;2;1
3.431.502,80;5.303.049,00;2;2;3;2;2;1
3.431.525,60;5.303.050,10;2;1;3;2;2;1
3.431.548,40;5.303.051,20;2;1;3;2;2;1
3.431.571,20;5.303.052,30;2;1;3;2;2;1
3.431.593,80;5.303.053,30;2;2;7;2;4;1
3.431.616,40;5.303.054,40;2;4;7;2;4;1
3.431.639,00;5.303.055,50;2;4;7;2;4;1
3.431.661,50;5.303.056,50;2;4;2;2;4;2
3.431.706,60;5.303.058,60;2;1;2;2;4;2
3.431.729,60;5.303.059,50;2;1;2;2;4;2
3.431.752,60;5.303.060,40;2;1;6;2;3;1
3.431.776,00;5.303.061,20;2;4;6;2;3;1
3.431.799,60;5.303.062,00;2;3;6;2;3;1
3.431.823,90;5.303.062,80;2;3;6;2;3;1
3.431.848,40;5.303.063,50;2;4;7;2;4;1
